waterYear,site_no,rbi
1972,01134500,0.258091041951689
1972,01135500,0.205379197451341
1972,01137500,0.241003404736095
1972,01139000,0.174010816436523
1972,01139800,0.209828422230511
1972,01144000,0.19130336010366
1972,01151500,0.232418901790434
1972,01152500,0.167542608303927
1972,01154500,0.173206881361013
1972,01161000,0.130523157791903
1972,01162000,0.124882061563864
1972,01162500,0.170131662540802
1972,01163200,0.160251699600072
1972,01166500,0.124160309108287
1972,01169000,0.308532430567535
1972,01169900,0.342386045167209
1972,01170100,0.277963507471704
1972,01170500,0.153314125142904
1972,01171500,0.304568309768361
1972,01173500,0.184008945111063
1972,01174500,0.211118542959462
1972,01177000,0.151553914812798
1972,01181000,0.43067631736665
1972,01183500,0.253922394930061
1972,01184000,0.123832980472328
1972,01185500,0.279894755651427
1972,01187300,0.444466547954644
1972,01196500,0.258746773731001
1972,01197000,0.374914666322257
1972,01197500,0.180028676544143
1972,01200500,0.148249090008498
1972,01205500,0.290258610489042
1972,01208500,0.219849592702959
1972,01208990,0.24383672746426
1972,01209700,0.320542178143367
1972,01305000,0.0492692481542866
1972,01305500,0.0656634073052388
1972,01311500,1.36689364461738
1972,01315000,0.103674062492409
1972,01315500,0.152787400582903
1972,01318500,0.1162965237521
1972,01321000,0.189428465728409
1972,01325000,0.16471933808211
1972,01331500,0.222597671665351
1972,01332500,0.285195422253695
1972,01333000,0.307060671614794
1972,01334000,0.264702080909913
1972,01334500,0.271799405120952
1972,01336000,0.191127562322986
1972,01346000,0.167420074761826
1972,01347000,0.18458867764219
1972,01350000,0.304521258553396
1972,01351500,0.344403805150074
1972,01357500,0.238180508659367
1972,01362200,0.212103503821139
1972,01362500,0.214344483790564
1972,01365000,0.258186554204912
1972,01371500,0.261479703069856
1972,01372500,0.215531553221465
1972,01375000,0.221499454170715
1972,01376800,0.331862209029839
1972,01377000,0.294107028241335
1972,01377500,0.355102905355315
1972,01378500,0.60778637983009
1972,01379000,0.243988514748108
1972,01379500,0.2088907871498
1972,01381000,0.302582923345501
1972,01381500,0.307263649540989
1972,01383500,0.167855589548383
1972,01387500,0.278450030487543
1972,01388000,0.240799145567632
1972,01388500,0.253984740008739
1972,01389500,0.153494052465397
1972,01391500,0.386321037636827
1972,01393450,0.784974675984457
1972,01394500,0.907407644699581
1972,01395000,0.771178384127925
1972,01396500,0.258492207894945
1972,01397000,0.260089686098655
1972,01398000,0.645991110535741
1972,01399500,0.170657695098621
1972,01400000,0.368677782955155
1972,01400500,0.35787539985079
1972,01401000,0.586149012854285
1972,01402000,0.373921470735074
1972,01403060,0.407489459728924
1972,01405400,0.272960528628168
1972,01407500,0.394477892702562
1972,01407705,0.470708931110249
1972,01407760,0.469206565524981
1972,01408000,0.313489092551956
1972,01408500,0.0803905673610289
1972,01409400,0.119692958229367
1972,01410000,0.120782880207143
1972,01411000,0.0915195746962949
1972,01411500,0.0635726170667934
1972,01413500,0.251088151242031
1972,01414500,0.254011320578192
1972,01415000,0.292762457005449
1972,01417000,0.24501623351865
1972,01420500,0.256246971973821
1972,01421000,0.233723941224866
1972,01423000,0.291766919669918
1972,01425000,0.170039310356077
1972,01426500,0.179565688804728
1972,01428500,0.225661471598119
1972,01429000,0.295201565867257
1972,01429500,0.408666330907505
1972,01431500,0.338972835512144
1972,01434000,0.211422747412547
1972,01435000,0.258935000514327
1972,01436000,0.510950017240964
1972,01437500,0.251323771626141
1972,01438500,0.199052792357873
1972,01439500,0.184253739921507
1972,01440000,0.277374311475985
1972,01440400,0.230576097872729
1972,01442500,0.218945601074547
1972,01443900,0.141609957618621
1972,01445500,0.160033440877941
1972,01446500,0.175985631268698
1972,01447500,0.238939449734336
1972,01447680,0.15492659813005
1972,01447720,0.219411212478637
1972,01447800,0.188003304765033
1972,01449360,0.147718651782811
1972,01449800,0.150159838977031
1972,01450500,0.201036238923725
1972,01451000,0.17428066421382
1972,01451500,0.178887689909734
1972,01451800,0.314137912082879
1972,01452000,0.462535645896761
1972,01452500,0.123167638435946
1972,01453000,0.175283078468551
1972,01457000,0.129843818508943
1972,01459500,0.432405620517974
1972,01463500,0.155832736903006
1972,01464000,0.271479030102463
1972,01464500,0.321697382256904
1972,01465798,0.906260600250719
1972,01466500,0.0949686090724202
1972,01467000,0.122406144158756
1972,01467048,0.481357597305389
1972,01467150,0.44391786184189
1972,01469500,0.229902059464522
1972,01470500,0.26121669015868
1972,01470960,0.286236031999101
1972,01471000,0.266333837265174
1972,01472000,0.265219415667559
1972,01472157,0.428449234453853
1972,01473000,0.503841575587058
1972,01474000,0.48091495601173
1972,01474500,0.301897369320868
1972,01477120,0.287493893502687
1972,01477800,1.1863175588578
1972,01478000,0.830260310886331
1972,01479000,0.442589014628761
1972,01480000,0.40968850580983
1972,01480300,0.621641107289304
1972,01480675,0.42886983289358
1972,01480700,0.383399953958521
1972,01481000,0.276689528791154
1972,01481500,0.30818900398763
1972,01483200,0.568279277646917
1972,01483700,0.334922987182923
1972,01484100,0.239879649890591
1972,01485500,0.31677755583257
1972,01487000,0.133603056866712
1972,01491000,0.323740758654046
1972,01495000,0.42523153942428
1972,01500000,0.394453193561184
1972,01503000,0.2120928955722
1972,01510000,0.32863621910197
1972,01512500,0.211787413712218
1972,01516500,0.712080857069031
1972,01518000,0.492379083804324
1972,01520000,0.61661634250218
1972,01521500,0.460101602188355
1972,01523500,0.514928351349811
1972,01524500,0.420376767438368
1972,01526500,0.522083637034131
1972,01529500,0.336946670567834
1972,01531000,0.434277819236931
1972,01531500,0.270094549860447
1972,01532000,0.605460420454991
1972,01534000,0.389184933770531
1972,01534300,0.255428231758665
1972,01534500,0.208241455347299
1972,01536000,0.258944458012071
1972,01536500,0.235694114514355
1972,01538000,0.336341512581474
1972,01539000,0.328385554862626
1972,01540500,0.218387337057728
1972,01541000,0.390220230933372
1972,01541200,0.262668289045021
1972,01541500,0.310404691785903
1972,01542810,0.44626779006245
1972,01543000,0.387530345727672
1972,01543500,0.368971564118982
1972,01544000,0.278255003141448
1972,01544500,0.369498409983699
1972,01545000,0.256667837368812
1972,01545500,0.257804581815136
1972,01545600,0.317849738507015
1972,01546500,0.187698119762039
1972,01547100,0.170509696518114
1972,01547200,0.287334235709485
1972,01547500,0.158690837967154
1972,01547700,0.423199752205584
1972,01547950,0.246022173269293
1972,01548500,0.364702002226223
1972,01549500,0.452374745224439
1972,01549700,0.375254248232369
1972,01550000,0.378050594795318
1972,01551500,0.22728409685228
1972,01552500,0.539732101402173
1972,01553500,0.214000092081188
1972,01554000,0.206524318998322
1972,01555000,0.329481014119186
1972,01555500,0.619864271649395
1972,01556000,0.318341216767248
1972,01557500,0.292761797330325
1972,01558000,0.338329430132709
1972,01559000,0.310084558197605
1972,01560000,0.364806649801229
1972,01562000,0.322035912616954
1972,01563200,0.197803959173377
1972,01563500,0.270936832036854
1972,01564500,0.4674600411102
1972,01567000,0.254666860061923
1972,01567500,0.546404054660935
1972,01568000,0.422937161212608
1972,01570000,0.323217662150182
1972,01571500,0.236928158185417
1972,01573000,0.439965402911922
1972,01574000,0.566922471179195
1972,01574500,0.499473182479555
1972,01576500,0.500335810464943
1973,01011000,0.11601921975366
1973,01013500,0.0538536155202822
1973,01017000,0.132713839319609
1973,01019000,0.0749224923872345
1973,01022500,0.214646364680013
1973,01030500,0.0979672501411632
1973,01031500,0.279545616790406
1973,01034500,0.106475159807629
1973,01038000,0.152935850495199
1973,01042500,0.230011003047585
1973,01046500,0.121931181597179
1973,01047000,0.304361796597495
1973,01052500,0.32784882928073
1973,01053500,0.121824174811564
1973,01054000,0.116962897758133
1973,01054200,0.490085908126615
1973,01054500,0.197054321772028
1973,01055000,0.439047796241713
1973,01057000,0.334664546740614
1973,01059000,0.177833872304826
1973,01064500,0.336283484212478
1973,01066000,0.0752753291010341
1973,01073000,0.320413072459041
1973,01073500,0.169216073526185
1973,01076500,0.353463264531785
1973,01078000,0.288623974856357
1973,01081000,0.0637246326102169
1973,01092000,0.134668209291461
1973,01094500,0.270877047807627
1973,01096000,0.289636191622947
1973,01096500,0.187839369948282
1973,01097000,0.131944721811719
1973,01097300,0.233867984027574
1973,01099500,0.0544212216063541
1973,01100000,0.122014971298379
1973,01100600,0.246495386840625
1973,01101000,0.0943680588410307
1973,01102000,0.0848487949649491
1973,01102500,0.301062548240267
1973,01103500,0.0711551155115512
1973,01104200,0.068254794410858
1973,01104500,0.0814022188669336
1973,01105000,0.19108832807571
1973,01105500,0.189271378177837
1973,01105600,0.373926298724866
1973,01105730,0.267133649039726
1973,01109000,0.143976330694595
1973,01109060,0.129364341833718
1973,01110000,0.129014831785843
1973,01111500,0.234497316333241
1973,01112500,0.196540806898676
1973,01114500,0.156116456328877
1973,01116000,0.21943730895141
1973,01117000,0.226639926275079
1973,01117500,0.0709463028591735
1973,01118000,0.164233448867416
1973,01118300,0.319109180123657
1973,01118500,0.0886457347201298
1973,01119500,0.273461355771188
1973,01121000,0.391017571726397
1973,01122500,0.227432875713765
1973,01123000,0.349586474906168
1973,01129200,0.144332371650967
1973,01134500,0.373023482105805
1973,01135500,0.31403020007749
1973,01137500,0.405257552827756
1973,01139000,0.294029516203239
1973,01139800,0.249867542651266
1973,01144000,0.301772931002317
1973,01151500,0.25157720414279
1973,01152500,0.244697380307136
1973,01154500,0.207381785307181
1973,01161000,0.158511160490439
1973,01162000,0.173113548302358
1973,01162500,0.261691258554579
1973,01163200,0.206692960196216
1973,01166500,0.148579679000739
1973,01169000,0.506010769902489
1973,01169900,0.433990446313988
1973,01170100,0.449129754620323
1973,01170500,0.182658963435502
1973,01171500,0.423433444568039
1973,01173500,0.233797547644177
1973,01174500,0.272254412915737
1973,01177000,0.163940284386995
1973,01181000,0.502551399554124
1973,01183500,0.253277263690396
1973,01184000,0.158556269561447
1973,01185500,0.308219254874261
1973,01187300,0.531132839933013
1973,01196500,0.29221483430522
1973,01197000,0.28692786375174
1973,01197500,0.188626494780966
1973,01200500,0.160998197434715
1973,01205500,0.298681707073712
1973,01208500,0.265634488949912
1973,01208990,0.271430810900255
1973,01209700,0.3299266678036
1973,01305000,0.0542309071351739
1973,01305500,0.0770098422689978
1973,01311500,1.21579083692655
1973,01315000,0.106218744639582
1973,01315500,0.182905162755369
1973,01318500,0.135539172585432
1973,01321000,0.261562151437681
1973,01325000,0.154969845547194
1973,01331500,0.215146600124766
1973,01332500,0.339224561151424
1973,01333000,0.348474796847159
1973,01334000,0.324345123279731
1973,01334500,0.305052192066806
1973,01336000,0.128508075840403
1973,01346000,0.190545587625026
1973,01347000,0.200979355914186
1973,01350000,0.424008265607867
1973,01351500,0.407806291971455
1973,01357500,0.276182662806351
1973,01362200,0.327235268308502
1973,01362500,0.328036895851484
1973,01365000,0.341224442468983
1973,01371500,0.25949125133632
1973,01372500,0.264785610988337
1973,01375000,0.264799684994541
1973,01376800,0.391521598968407
1973,01377000,0.280968571953685
1973,01377500,0.444910201279225
1973,01378500,0.66765195262797306
1973,01379000,0.25329806798667
1973,01379500,0.224604759286589
1973,01381000,0.289507907062726
1973,01381500,0.353007181328546
1973,01383500,0.23532351461845
1973,01387500,0.301268278001187
1973,01388000,0.29447028618419
1973,01388500,0.300969041651906
1973,01389500,0.153652564647886
1973,01391500,0.446443187398825
1973,01393450,1.00316224762831
1973,01394500,1.00253194313168
1973,01395000,0.957953270954738
1973,01396500,0.345689513252483
1973,01397000,0.333625938775795
1973,01398000,0.779908825642345
1973,01399500,0.180680102992098
1973,01400000,0.470605395943858
1973,01400500,0.482937077269932
1973,01401000,0.772519382566222
1973,01402000,0.487687751216416
1973,01403060,0.513274620854319
1973,01405400,0.306182451746386
1973,01407500,0.455561165087469
1973,01407705,0.537694926422139
1973,01407760,0.592394589693214
1973,01408000,0.373489694385217
1973,01408500,0.0975525232835174
1973,01409400,0.122624146973078
1973,01410000,0.132642008985879
1973,01411000,0.10269436445907
1973,01411500,0.0782322855505455
1973,01413500,0.301212827102508
1973,01414500,0.306952554604134
1973,01415000,0.297269425943006
1973,01417000,0.346205987691687
1973,01420500,0.384028628582899
1973,01421000,0.327210710385535
1973,01423000,0.321651843146527
1973,01425000,0.209222807503928
1973,01426500,0.220814278873821
1973,01428500,0.294274079712314
1973,01429000,0.311184704231786
1973,01429500,0.385077931631265
1973,01431500,0.380568229249126
1973,01434000,0.256946949189222
1973,01435000,0.376757243271044
1973,01436000,0.581410021154029
1973,01437500,0.284790180050317
1973,01438500,0.24920138284705
1973,01439500,0.207128184367175
1973,01440000,0.348697999631114
1973,01440400,0.297321932932779
1973,01442500,0.270201540070349
1973,01443900,0.176088800532836
1973,01445500,0.176176096630642
1973,01446500,0.217471670050239
1973,01447500,0.320529231651494
1973,01447680,0.177972847765661
1973,01447720,0.258080887748873
1973,01447800,0.236775582810598
1973,01449360,0.202051606657482
1973,01449800,0.18486132146914
1973,01450500,0.237951103072361
1973,01451000,0.21071994378168
1973,01451500,0.187048143945534
1973,01451800,0.321256363800869
1973,01452000,0.344751206119387
1973,01452500,0.133161195130948
1973,01453000,0.172628582891665
1973,01457000,0.155315872797854
1973,01459500,0.335073384174732
1973,01463500,0.168706792172792
1973,01464000,0.3655637855834
1973,01464500,0.384522085669377
1973,01465798,1.00158633239949
1973,01466500,0.114523352527191
1973,01467000,0.133151435216415
1973,01467048,0.588056831180888
1973,01467150,0.536558965199978
1973,01469500,0.244791857548992
1973,01470500,0.249676563139049
1973,01470960,0.279190576012309
1973,01471000,0.236012424436261
1973,01472000,0.219416078372594
1973,01472157,0.467570931879641
1973,01473000,0.665095479243746
1973,01474000,0.643814512401787
1973,01474500,0.310126149490058
1973,01477120,0.371058534727219
1973,01477800,1.21070235249952
1973,01478000,0.875598743943818
1973,01479000,0.472649192951281
1973,01480000,0.432626938602082
1973,01480300,0.68311207068155
1973,01480675,0.447234846710084
1973,01480700,0.435472440944882
1973,01481000,0.322689618172064
1973,01481500,0.3110944556847
1973,01483200,0.492613424079329
1973,01483700,0.353110327127271
1973,01484100,0.220651747153514
1973,01485500,0.270704624831217
1973,01487000,0.141315014720314
1973,01491000,0.318809690821777
1973,01495000,0.42108228476377
1973,01500000,0.349509308253156
1973,01503000,0.206883750344012
1973,01510000,0.287708908310334
1973,01512500,0.204383566545116
1973,01516500,0.489096268098199
1973,01518000,0.444379080742129
1973,01520000,0.407150180882552
1973,01521500,0.601432404139328
1973,01523500,0.462189012481956
1973,01524500,0.400359114541459
1973,01526500,0.365166959063852
1973,01529500,0.257292473187247
1973,01531000,0.341567233726102
1973,01531500,0.221282095148189
1973,01532000,0.302139312702041
1973,01534000,0.378164684947019
1973,01534300,0.263041513924906
1973,01534500,0.199077921737076
1973,01536000,0.249283171527869
1973,01536500,0.191654775611432
1973,01538000,0.273808630393996
1973,01539000,0.272516003996175
1973,01540500,0.182500398505777
1973,01541000,0.302849725647531
1973,01541200,0.256341679743467
1973,01541500,0.242976781009166
1973,01542810,0.459348609417045
1973,01543000,0.290246229789593
1973,01543500,0.263917931754189
1973,01544000,0.281456977283815
1973,01544500,0.237976608187135
1973,01545000,0.261866579033848
1973,01545500,0.195995210827192
1973,01545600,0.218657103760676
1973,01546500,0.0864150854226234
1973,01547100,0.0661643716982766
1973,01547200,0.196572992765602
1973,01547500,0.153519476967692
1973,01547700,0.310984127457152
1973,01547950,0.165060849203536
1973,01548500,0.283109254988634
1973,01549500,0.424876383194966
1973,01549700,0.290821987526198
1973,01550000,0.332255863708924
1973,01551500,0.183530380125711
1973,01552500,0.302831694096609
1973,01553500,0.170466845474169
1973,01554000,0.163972362423367
1973,01555000,0.20320791605155
1973,01555500,0.324813212740857
1973,01556000,0.271532472853923
1973,01557500,0.253503984177396
1973,01558000,0.218104067172332
1973,01559000,0.209964085810865
1973,01560000,0.324320337779908
1973,01562000,0.26026296121514
1973,01563200,0.204554473637603
1973,01563500,0.180046847051202
1973,01564500,0.401655320303971
1973,01567000,0.169839704489898
1973,01567500,0.355035562028896
1973,01568000,0.364640345922362
1973,01570000,0.284406159066596
1973,01571500,0.174761162960614
1973,01573000,0.360815751390053
1973,01574000,0.488327162040199
1973,01574500,0.257838786755742
1973,01576500,0.340445845730272
1974,01011000,0.10812657321704
1974,01013500,0.0596515620308359
1974,01017000,0.145684631787824
1974,01019000,0.0447249696338712
1974,01022500,0.191704392984353
1974,01030500,0.105698874824825
1974,01031500,0.324758995469918
1974,01034500,0.116988585735727
1974,01038000,0.235855401429172
1974,01042500,0.229964045247442
1974,01046500,0.137843595460926
1974,01047000,0.385291456340111
1974,01052500,0.381321698904339
1974,01053500,0.0958509880385466
1974,01054000,0.097103664218884
1974,01054200,0.548638988177069
1974,01054500,0.167059910489427
1974,01055000,0.459498021921007
1974,01057000,0.377973503605359
1974,01059000,0.180669036271667
1974,01064500,0.349610826501539
1974,01066000,0.0734287759594454
1974,01073000,0.291250763824649
1974,01073500,0.132909012395903
